Material,SKU,CountryCode,Currency,cif_jan,cif_feb,cif_mar,cif_apr,cif_may,cif_jun,cif_jul,cif_aug,cif_sep,cif_oct,cif_nov,cif_dec,tnd_jan,tnd_feb,tnd_mar,tnd_apr,tnd_may,tnd_jun,tnd_jul,tnd_aug,tnd_sep,tnd_oct,tnd_nov,tnd_dec,Discounts,focs,Total Discounts,month,year,createdDate,ModifiedDate
,Imbruvica Tab 280mg,BH,USD,"3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 420mg,BH,USD,"5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 560mg,BH,USD,"7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90",0.00%,8.25%,8.25%,10,2019,,
412414,Incivo 375 mg Film-Coated Tabs.,BH,USD,"2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51",0.00%,8.25%,8.25%,10,2019,,
387907,Jurnista 8mg Tablet ,BH,USD,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,36.01,0.00%,8.25%,8.25%,10,2019,,
387984,Motilium supp. 30 mg for Child.,BH,USD,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,0.00%,8.25%,8.25%,10,2019,,
416306,Olysio 150 mg capsules,BH,USD,"2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06","2,595.06",500,500,500,500,500,500,500,500,500,500,500,500,0.00%,8.25%,8.25%,10,2019,,
,Opsumit 10mg,BH,USD,"2,600.00","2,600.00","2,600.00","1,970.00","2,600.00","2,600.00","2,600.00","1,970.00","2,600.00","2,600.00","2,600.00","1,970.00","2,600.00","2,600.00","2,600.00","1,970.00","2,600.00","2,600.00","2,600.00","1,970.00","2,600.00","2,600.00","2,600.00","1,970.00",0.00%,8.25%,8.25%,10,2019,,
416006,Pariet 10 mg Tab. 14s,BH,USD,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,0.00%,8.25%,8.25%,10,2019,,
416007,Pariet 10 mg Tab. 28s,BH,USD,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,0.00%,8.25%,8.25%,10,2019,,
96394,Reminyl 4 mg Tab.,BH,USD,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,0.00%,8.25%,8.25%,10,2019,,
90839,Reminyl 4 mg/ml Oral Solution  ,BH,USD,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,0.00%,8.25%,8.25%,10,2019,,
90474,Reminyl 8 mg Tab.,BH,USD,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,0.00%,8.25%,8.25%,10,2019,,
377057,Reminyl PR 16 mg 28 Capsule,BH,USD,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,0.00%,8.25%,8.25%,10,2019,,
377058,Reminyl PR 24 mg 28 Capsule,BH,USD,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0.00%,8.25%,8.25%,10,2019,,
90474,Reminyl PR 8 mg 28 Capsule,BH,USD,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0.00%,8.25%,8.25%,10,2019,,
415065,Rezolsta,BH,USD,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,0.00%,8.25%,8.25%,10,2019,,
,Apalutamide,BH,USD,"3,439.71","3,439.71","2,540.00","2,540.00","3,439.71","3,439.71","2,540.00","2,540.00","3,439.71","3,439.71","2,540.00","2,540.00","3,439.71","3,439.71","2,540.00","2,540.00","3,439.71","3,439.71","2,540.00","2,540.00","3,439.71","3,439.71","2,540.00","2,540.00",0.00%,8.25%,8.25%,10,2019,,
376853,Risperdal 1mg Tab. 6s,BH,USD,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,0.00%,8.25%,8.25%,10,2019,,
88082,Risperdal 2mg Tab. 60s,BH,USD,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,0.00%,8.25%,8.25%,10,2019,,
96327,Risperdal 4mg Tab. 20s,BH,USD,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,0.00%,8.25%,8.25%,10,2019,,
96569,Risperdal 4mg Tab. 60s,BH,USD,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0.00%,8.25%,8.25%,10,2019,,
No code available,Simponi 100mg PFP,BH,USD,"1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90","1,136.90",900,900,900,900,900,900,900,900,900,900,900,900,0.00%,8.25%,8.25%,10,2019,,
414549,SIRTURO 100MG 188 Tablets,BH,USD,"23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00",0.00%,8.25%,8.25%,10,2019,,
414097,SPORANOX 1% 1X150ML OPLOS,BH,USD,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,0.00%,8.25%,8.25%,10,2019,,
416009,Pariet 20 mg Tab. 14s,BH,USD,12.06,3.81,3.81,3.81,12.06,3.81,3.81,3.81,12.06,3.81,3.81,3.81,11.2,3.81,3.81,3.81,11.2,3.81,3.81,3.81,11.2,3.81,3.81,3.81,0.00%,8.25%,8.25%,10,2019,,
416010,Pariet 20 mg Tab. 28s,BH,USD,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,0.00%,8.25%,8.25%,10,2019,,
,Spravato 2x28mg,BH,USD,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,0.00%,8.25%,8.25%,10,2019,,
,Spravato 3x28mg,BH,USD,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,470.4,0.00%,8.25%,8.25%,10,2019,,
,Stelara 130mg,BH,USD,"2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86","2,436.86",0.00%,8.25%,8.25%,10,2019,,
,Symtuza,BH,USD,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,0.00%,8.25%,8.25%,10,2019,,
141023,Topamax 200 mg Tab.,BH,USD,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,0.00%,8.25%,8.25%,10,2019,,
412303,Topamax 25 mg Sprinkle Cap.,BH,USD,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,0.00%,8.25%,8.25%,10,2019,,
412305,Topamax 50 mg Sprinkle Cap.,BH,USD,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,0.00%,8.25%,8.25%,10,2019,,
418626,Trevicta 175mg (50mg eq.),BH,USD,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,507.18,0.00%,8.25%,8.25%,10,2019,,
418624,Trevicta 263mg (75mg eq.) ,BH,USD,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,693.81,0.00%,8.25%,8.25%,10,2019,,
418623,Trevicta 360mg (100mg eq.) ,BH,USD,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,872.34,0.00%,8.25%,8.25%,10,2019,,
418621,Trevicta 525mg (150mg eq.) ,BH,USD,"1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20","1,217.20",0.00%,8.25%,8.25%,10,2019,,
,Uptravi,BH,USD,"4,429.00","4,429.00","4,429.00","2,777.00","4,429.00","4,429.00","4,429.00","2,777.00","4,429.00","4,429.00","4,429.00","2,777.00","4,429.00","4,429.00","4,429.00","2,777.00","4,429.00","4,429.00","4,429.00","2,777.00","4,429.00","4,429.00","4,429.00","2,777.00",0.00%,8.25%,8.25%,10,2019,,
,VERMOX 500MG 1 TABL. MEWA ,BH,USD,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.00%,8.25%,8.25%,10,2019,,
,Zavesca 84 cap 100mg ,BH,USD,"6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00",0.00%,8.25%,8.25%,10,2019,,
No code available,Zytiga 500 mg Tabs,BH,USD,"1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27","1,768.27",0.00%,8.25%,8.25%,10,2019,,
414287,Stelara 45mg/0.5ml ,KW,USD,"3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","2,989.80","2,989.80","2,989.80","2,989.80","2,989.80","2,989.80","2,989.80","2,989.80","2,989.80","2,989.80","2,989.80","2,989.80",0.00%,8.25%,8.25%,10,2019,,
414288,Stelara 90mg/1ml ,KW,USD,"3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62",0.00%,8.25%,8.25%,10,2019,,
387104,Prezista 400 mg Tablets,KW,USD,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,0.00%,8.25%,8.25%,10,2019,,
,Stelara 130mg,KW,USD,"4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00","4,165.00",0.00%,8.25%,8.25%,10,2019,,
387107,Prezista 600 mg Tablets,KW,USD,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,0.00%,8.25%,8.25%,10,2019,,
414900,Remicade 100 mg ,KW,USD,363.63,363.63,363.63,363.63,363.63,363.63,363.63,363.63,363.63,363.63,363.63,363.63,260,260,260,260,260,260,260,260,260,260,260,260,0.00%,8.25%,8.25%,10,2019,,
412675,Simponi 50 mg/ 0.5 ml Injection (PFP),KW,USD,"1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56",0.00%,8.25%,8.25%,10,2019,,
414434,Caelyx 2 mg/ml,KW,USD,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,0.00%,8.25%,8.25%,10,2019,,
415168,Darzalex 100mg,KW,USD,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,0.00%,8.25%,8.25%,10,2019,,
415169,Darzalex 400mg,KW,USD,"1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00",0.00%,8.25%,8.25%,10,2019,,
387397,Durogesic Transdermal Patches 100 mcg/h,KW,USD,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,0.00%,8.25%,8.25%,10,2019,,
387398,Durogesic Transdermal Patches 12 mcg/h,KW,USD,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,0.00%,8.25%,8.25%,10,2019,,
No code available,Cilest Tab. 21tab,KW,USD,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,0.00%,8.25%,8.25%,10,2019,,
387399,Durogesic Transdermal Patches 25 mcg/h,KW,USD,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,0.00%,8.25%,8.25%,10,2019,,
387400,Durogesic Transdermal Patches 50 mcg/h,KW,USD,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,0.00%,8.25%,8.25%,10,2019,,
387401,Durogesic Transdermal Patches 75 mcg/h,KW,USD,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,0.00%,8.25%,8.25%,10,2019,,
No code available,Cilest Tab. 36tab,KW,USD,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,0.00%,8.25%,8.25%,10,2019,,
32442,Daktacort Cream                 ,KW,USD,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.00%,8.25%,8.25%,10,2019,,
88877,Daktarin Cream 2% 30g,KW,USD,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,0.00%,8.25%,8.25%,10,2019,,
0,Daktarin Lotion 2% ,KW,USD,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,0.00%,8.25%,8.25%,10,2019,,
414064,"Eprex 1,000 U Pre-Filled Syringes ",KW,USD,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,0.00%,8.25%,8.25%,10,2019,,
414063,"Eprex 10,000 U Pre-Filled Syringes ",KW,USD,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,0.00%,8.25%,8.25%,10,2019,,
414065,"Eprex 2,000 U Pre-Filled Syringes ",KW,USD,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,42,42,42,42,42,42,42,42,42,42,42,42,0.00%,8.25%,8.25%,10,2019,,
414066,"Eprex 3,000 U Pre-Filled Syringes ",KW,USD,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,0.00%,8.25%,8.25%,10,2019,,
414068,"Eprex 4,000 U Pre-Filled Syringes ",KW,USD,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,0.00%,8.25%,8.25%,10,2019,,
414067,"Eprex 40,000 U Pre-Filled Syringe ",KW,USD,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,0.00%,8.25%,8.25%,10,2019,,
0,"Eprex 5,000 U Pre-Filled Syringes ",KW,USD,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,110,110,110,110,110,110,110,110,110,110,110,110,0.00%,8.25%,8.25%,10,2019,,
414069,"Eprex 6,000 U Pre-Filled Syringes ",KW,USD,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,116,116,116,116,116,116,116,116,116,116,116,116,0.00%,8.25%,8.25%,10,2019,,
0,"Eprex 8,000 U Pre-Filled Syringes ",KW,USD,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,0.00%,8.25%,8.25%,10,2019,,
32444,Fentanyl 0.05 mg/ml Inj. 10ml x 50 amps,KW,USD,102,102,102,40.53,102,102,102,40.53,102,102,102,40.53,102,102,102,40.53,102,102,102,40.53,102,102,102,40.53,0.00%,8.25%,8.25%,10,2019,,
412117,Fentanyl 0.05 mg/ml Inj. 2ml x 50 amps,KW,USD,19.73,19.73,19.73,9.62,19.73,19.73,19.73,9.62,19.73,19.73,19.73,9.62,19.73,19.73,19.73,9.62,19.73,19.73,19.73,9.62,19.73,19.73,19.73,9.62,0.00%,8.25%,8.25%,10,2019,,
,Guselkumab,KW,USD,"3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00","3,164.00",0.00%,8.25%,8.25%,10,2019,,
414778,Imbruvica 140mg Capsule ,KW,USD,"9,500.00","8,403.48","8,403.48","8,403.48","9,500.00","8,403.48","8,403.48","8,403.48","9,500.00","8,403.48","8,403.48","8,403.48","9,500.00","8,403.48","8,403.48","8,403.48","9,500.00","8,403.48","8,403.48","8,403.48","9,500.00","8,403.48","8,403.48","8,403.48",0.00%,8.25%,8.25%,10,2019,,
378218,Intelence 100 mg Tab. ,KW,USD,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,0.00%,8.25%,8.25%,10,2019,,
387760,Invega Sustenna 100 mg/ 1 ml ,KW,USD,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,298.88,0.00%,8.25%,8.25%,10,2019,,
387761,Invega Sustenna 150 mg/ 1.5 ml ,KW,USD,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,0.00%,8.25%,8.25%,10,2019,,
387758,Invega Sustenna 50 mg/ 0.5 ml ,KW,USD,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,0.00%,8.25%,8.25%,10,2019,,
387759,Invega Sustenna 75 mg/ 0.75 ml ,KW,USD,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,0.00%,8.25%,8.25%,10,2019,,
377017,Daktarin Powder 2%,KW,USD,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,0.00%,8.25%,8.25%,10,2019,,
0,Doribax 500 mg Injection ,KW,USD,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,0.00%,8.25%,8.25%,10,2019,,
,Edurant,KW,USD,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,0.00%,8.25%,8.25%,10,2019,,
,HALDOL 5MG/ML 5X1ML AMP. GSK-ST.EXP,KW,USD,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,0.00%,8.25%,8.25%,10,2019,,
,HALDOL DEC 50MG/ML 5X1ML AMP. GSK-ST.EXP,KW,USD,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 140mg,KW,USD,"1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98","1,835.98",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 280mg,KW,USD,"3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94","3,671.94",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 420mg,KW,USD,"5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91","5,507.91",0.00%,8.25%,8.25%,10,2019,,
,Imbruvica Tab 560mg,KW,USD,"7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90","7,343.90",0.00%,8.25%,8.25%,10,2019,,
412414,Incivo 375 mg Film-Coated Tabs.,KW,USD,"2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51",0.00%,8.25%,8.25%,10,2019,,
